session_id,agent_id,profile_label,question_id,question_type,verdict_swap_off,verdict_swap_on,final_verdict
P01_ActSenVisSeq_I03_adv__MH_050,P01_ActSenVisSeq_I03_adv,Active-Sensing-Visual-Sequential,MH_050,,R1_WIN,,R1_WIN
P06_ActIntVisGlo_I04_gen__MH_081,P06_ActIntVisGlo_I04_gen,Active-Intuitive-Visual-Global,MH_081,,R1_WIN,,R1_WIN
P15_RefIntVerSeq_I04_gen__MH_035,P15_RefIntVerSeq_I04_gen,Reflective-Intuitive-Verbal-Sequential,MH_035,,R1_WIN,,R1_WIN
P01_ActSenVisSeq_I03_adv__MH_097,P01_ActSenVisSeq_I03_adv,Active-Sensing-Visual-Sequential,MH_097,,R1_WIN,,R1_WIN
P03_ActSenVerSeq_I05_gen__MH_103,P03_ActSenVerSeq_I05_gen,Active-Sensing-Verbal-Sequential,MH_103,,R1_WIN,,R1_WIN
P13_RefIntVisSeq_I04_gen__MH_046,P13_RefIntVisSeq_I04_gen,Reflective-Intuitive-Visual-Sequential,MH_046,,R1_WIN,,R1_WIN
P15_RefIntVerSeq_I05_gen__MH_035,P15_RefIntVerSeq_I05_gen,Reflective-Intuitive-Verbal-Sequential,MH_035,,R0_WIN,,R0_WIN
P05_ActIntVisSeq_I01_beg__MH_091,P05_ActIntVisSeq_I01_beg,Active-Intuitive-Visual-Sequential,MH_091,,R1_WIN,,R1_WIN
P15_RefIntVerSeq_I05_gen__MH_056,P15_RefIntVerSeq_I05_gen,Reflective-Intuitive-Verbal-Sequential,MH_056,,R1_WIN,,R1_WIN
P04_ActSenVerGlo_I03_adv__MH_038,P04_ActSenVerGlo_I03_adv,Active-Sensing-Verbal-Global,MH_038,,R1_WIN,,R1_WIN
P02_ActSenVisGlo_I03_adv__MH_032,P02_ActSenVisGlo_I03_adv,Active-Sensing-Visual-Global,MH_032,,R1_WIN,,R1_WIN
P10_RefSenVisGlo_I04_gen__MH_099,P10_RefSenVisGlo_I04_gen,Reflective-Sensing-Visual-Global,MH_099,,R1_WIN,,R1_WIN
P11_RefSenVerSeq_I01_beg__MH_105,P11_RefSenVerSeq_I01_beg,Reflective-Sensing-Verbal-Sequential,MH_105,,R1_WIN,,R1_WIN
P09_RefSenVisSeq_I03_adv__MH_107,P09_RefSenVisSeq_I03_adv,Reflective-Sensing-Visual-Sequential,MH_107,,R1_WIN,,R1_WIN
P05_ActIntVisSeq_I04_gen__MH_028,P05_ActIntVisSeq_I04_gen,Active-Intuitive-Visual-Sequential,MH_028,,R1_WIN,,R1_WIN
P03_ActSenVerSeq_I04_gen__MH_077,P03_ActSenVerSeq_I04_gen,Active-Sensing-Verbal-Sequential,MH_077,,R1_WIN,,R1_WIN
P13_RefIntVisSeq_I04_gen__MH_051,P13_RefIntVisSeq_I04_gen,Reflective-Intuitive-Visual-Sequential,MH_051,,R1_WIN,,R1_WIN
P11_RefSenVerSeq_I02_int__MH_086,P11_RefSenVerSeq_I02_int,Reflective-Sensing-Verbal-Sequential,MH_086,,R1_WIN,,R1_WIN
P11_RefSenVerSeq_I03_adv__MH_009,P11_RefSenVerSeq_I03_adv,Reflective-Sensing-Verbal-Sequential,MH_009,,R1_WIN,,R1_WIN
P15_RefIntVerSeq_I03_adv__MH_093,P15_RefIntVerSeq_I03_adv,Reflective-Intuitive-Verbal-Sequential,MH_093,,R1_WIN,,R1_WIN
P06_ActIntVisGlo_I05_gen__MH_078,P06_ActIntVisGlo_I05_gen,Active-Intuitive-Visual-Global,MH_078,,R1_WIN,,R1_WIN
P01_ActSenVisSeq_I01_beg__MH_068,P01_ActSenVisSeq_I01_beg,Active-Sensing-Visual-Sequential,MH_068,,R1_WIN,,R1_WIN
P16_RefIntVerGlo_I05_gen__MH_050,P16_RefIntVerGlo_I05_gen,Reflective-Intuitive-Verbal-Global,MH_050,,R1_WIN,,R1_WIN
P09_RefSenVisSeq_I03_adv__MH_038,P09_RefSenVisSeq_I03_adv,Reflective-Sensing-Visual-Sequential,MH_038,,R0_WIN,,R0_WIN
P08_ActIntVerGlo_I01_beg__MH_103,P08_ActIntVerGlo_I01_beg,Active-Intuitive-Verbal-Global,MH_103,,R0_WIN,,R0_WIN
P04_ActSenVerGlo_I05_gen__MH_003,P04_ActSenVerGlo_I05_gen,Active-Sensing-Verbal-Global,MH_003,,R1_WIN,,R1_WIN
P13_RefIntVisSeq_I03_adv__MH_069,P13_RefIntVisSeq_I03_adv,Reflective-Intuitive-Visual-Sequential,MH_069,,R1_WIN,,R1_WIN
P02_ActSenVisGlo_I03_adv__MH_105,P02_ActSenVisGlo_I03_adv,Active-Sensing-Visual-Global,MH_105,,R1_WIN,,R1_WIN
P01_ActSenVisSeq_I04_gen__MH_070,P01_ActSenVisSeq_I04_gen,Active-Sensing-Visual-Sequential,MH_070,,R1_WIN,,R1_WIN
P07_ActIntVerSeq_I02_int__MH_029,P07_ActIntVerSeq_I02_int,Active-Intuitive-Verbal-Sequential,MH_029,,R1_WIN,,R1_WIN
P08_ActIntVerGlo_I04_gen__MH_102,P08_ActIntVerGlo_I04_gen,Active-Intuitive-Verbal-Global,MH_102,,R1_WIN,,R1_WIN
P06_ActIntVisGlo_I04_gen__MH_073,P06_ActIntVisGlo_I04_gen,Active-Intuitive-Visual-Global,MH_073,,R1_WIN,,R1_WIN
P12_RefSenVerGlo_I04_gen__MH_037,P12_RefSenVerGlo_I04_gen,Reflective-Sensing-Verbal-Global,MH_037,,R1_WIN,,R1_WIN
P01_ActSenVisSeq_I02_int__MH_032,P01_ActSenVisSeq_I02_int,Active-Sensing-Visual-Sequential,MH_032,,R1_WIN,,R1_WIN
P05_ActIntVisSeq_I04_gen__MH_046,P05_ActIntVisSeq_I04_gen,Active-Intuitive-Visual-Sequential,MH_046,,R1_WIN,,R1_WIN
P11_RefSenVerSeq_I01_beg__MH_036,P11_RefSenVerSeq_I01_beg,Reflective-Sensing-Verbal-Sequential,MH_036,,R1_WIN,,R1_WIN
P09_RefSenVisSeq_I01_beg__MH_036,P09_RefSenVisSeq_I01_beg,Reflective-Sensing-Visual-Sequential,MH_036,,R0_WIN,,R0_WIN
P13_RefIntVisSeq_I04_gen__MH_086,P13_RefIntVisSeq_I04_gen,Reflective-Intuitive-Visual-Sequential,MH_086,,R1_WIN,,R1_WIN
P02_ActSenVisGlo_I04_gen__MH_087,P02_ActSenVisGlo_I04_gen,Active-Sensing-Visual-Global,MH_087,,R1_WIN,,R1_WIN
P13_RefIntVisSeq_I02_int__MH_008,P13_RefIntVisSeq_I02_int,Reflective-Intuitive-Visual-Sequential,MH_008,,R1_WIN,,R1_WIN
P05_ActIntVisSeq_I04_gen__MH_031,P05_ActIntVisSeq_I04_gen,Active-Intuitive-Visual-Sequential,MH_031,,R1_WIN,,R1_WIN
P16_RefIntVerGlo_I04_gen__MH_077,P16_RefIntVerGlo_I04_gen,Reflective-Intuitive-Verbal-Global,MH_077,,R1_WIN,,R1_WIN
P04_ActSenVerGlo_I02_int__MH_046,P04_ActSenVerGlo_I02_int,Active-Sensing-Verbal-Global,MH_046,,R1_WIN,,R1_WIN
P10_RefSenVisGlo_I05_gen__MH_091,P10_RefSenVisGlo_I05_gen,Reflective-Sensing-Visual-Global,MH_091,,R1_WIN,,R1_WIN
P08_ActIntVerGlo_I02_int__MH_033,P08_ActIntVerGlo_I02_int,Active-Intuitive-Verbal-Global,MH_033,,R1_WIN,,R1_WIN
P06_ActIntVisGlo_I04_gen__MH_075,P06_ActIntVisGlo_I04_gen,Active-Intuitive-Visual-Global,MH_075,,R1_WIN,,R1_WIN
P15_RefIntVerSeq_I03_adv__MH_083,P15_RefIntVerSeq_I03_adv,Reflective-Intuitive-Verbal-Sequential,MH_083,,R1_WIN,,R1_WIN
P02_ActSenVisGlo_I02_int__MH_060,P02_ActSenVisGlo_I02_int,Active-Sensing-Visual-Global,MH_060,,R1_WIN,,R1_WIN
P14_RefIntVisGlo_I04_gen__MH_050,P14_RefIntVisGlo_I04_gen,Reflective-Intuitive-Visual-Global,MH_050,,R1_WIN,,R1_WIN
P02_ActSenVisGlo_I03_adv__MH_097,P02_ActSenVisGlo_I03_adv,Active-Sensing-Visual-Global,MH_097,,R1_WIN,,R1_WIN
P08_ActIntVerGlo_I02_int__MH_073,P08_ActIntVerGlo_I02_int,Active-Intuitive-Verbal-Global,MH_073,,R1_WIN,,R1_WIN
P01_ActSenVisSeq_I01_beg__MH_078,P01_ActSenVisSeq_I01_beg,Active-Sensing-Visual-Sequential,MH_078,,R1_WIN,,R1_WIN
P14_RefIntVisGlo_I01_beg__MH_071,P14_RefIntVisGlo_I01_beg,Reflective-Intuitive-Visual-Global,MH_071,,R1_WIN,,R1_WIN
P02_ActSenVisGlo_I05_gen__MH_105,P02_ActSenVisGlo_I05_gen,Active-Sensing-Visual-Global,MH_105,,R1_WIN,,R1_WIN
P03_ActSenVerSeq_I01_beg__MH_075,P03_ActSenVerSeq_I01_beg,Active-Sensing-Verbal-Sequential,MH_075,,R1_WIN,,R1_WIN
P10_RefSenVisGlo_I03_adv__MH_001,P10_RefSenVisGlo_I03_adv,Reflective-Sensing-Visual-Global,MH_001,,R1_WIN,,R1_WIN
P02_ActSenVisGlo_I01_beg__MH_041,P02_ActSenVisGlo_I01_beg,Active-Sensing-Visual-Global,MH_041,,R1_WIN,,R1_WIN
P16_RefIntVerGlo_I03_adv__MH_080,P16_RefIntVerGlo_I03_adv,Reflective-Intuitive-Verbal-Global,MH_080,,R1_WIN,,R1_WIN
P05_ActIntVisSeq_I02_int__MH_035,P05_ActIntVisSeq_I02_int,Active-Intuitive-Visual-Sequential,MH_035,,R1_WIN,,R1_WIN
P08_ActIntVerGlo_I01_beg__MH_028,P08_ActIntVerGlo_I01_beg,Active-Intuitive-Verbal-Global,MH_028,,R1_WIN,,R1_WIN
P03_ActSenVerSeq_I01_beg__MH_083,P03_ActSenVerSeq_I01_beg,Active-Sensing-Verbal-Sequential,MH_083,,R1_WIN,,R1_WIN
P09_RefSenVisSeq_I04_gen__MH_042,P09_RefSenVisSeq_I04_gen,Reflective-Sensing-Visual-Sequential,MH_042,,R1_WIN,,R1_WIN
P14_RefIntVisGlo_I03_adv__MH_099,P14_RefIntVisGlo_I03_adv,Reflective-Intuitive-Visual-Global,MH_099,,R1_WIN,,R1_WIN
P09_RefSenVisSeq_I04_gen__MH_095,P09_RefSenVisSeq_I04_gen,Reflective-Sensing-Visual-Sequential,MH_095,,R1_WIN,,R1_WIN
P10_RefSenVisGlo_I03_adv__MH_021,P10_RefSenVisGlo_I03_adv,Reflective-Sensing-Visual-Global,MH_021,,R1_WIN,,R1_WIN
P16_RefIntVerGlo_I05_gen__MH_106,P16_RefIntVerGlo_I05_gen,Reflective-Intuitive-Verbal-Global,MH_106,,R1_WIN,,R1_WIN
P01_ActSenVisSeq_I05_gen__MH_095,P01_ActSenVisSeq_I05_gen,Active-Sensing-Visual-Sequential,MH_095,,R1_WIN,,R1_WIN
P11_RefSenVerSeq_I05_gen__MH_028,P11_RefSenVerSeq_I05_gen,Reflective-Sensing-Verbal-Sequential,MH_028,,R1_WIN,,R1_WIN
P13_RefIntVisSeq_I01_beg__MH_001,P13_RefIntVisSeq_I01_beg,Reflective-Intuitive-Visual-Sequential,MH_001,,R1_WIN,,R1_WIN
P05_ActIntVisSeq_I01_beg__MH_094,P05_ActIntVisSeq_I01_beg,Active-Intuitive-Visual-Sequential,MH_094,,R1_WIN,,R1_WIN
P16_RefIntVerGlo_I04_gen__MH_089,P16_RefIntVerGlo_I04_gen,Reflective-Intuitive-Verbal-Global,MH_089,,R1_WIN,,R1_WIN
P07_ActIntVerSeq_I02_int__MH_077,P07_ActIntVerSeq_I02_int,Active-Intuitive-Verbal-Sequential,MH_077,,R1_WIN,,R1_WIN
P15_RefIntVerSeq_I04_gen__MH_036,P15_RefIntVerSeq_I04_gen,Reflective-Intuitive-Verbal-Sequential,MH_036,,R1_WIN,,R1_WIN
P15_RefIntVerSeq_I04_gen__MH_090,P15_RefIntVerSeq_I04_gen,Reflective-Intuitive-Verbal-Sequential,MH_090,,R1_WIN,,R1_WIN
P10_RefSenVisGlo_I01_beg__MH_065,P10_RefSenVisGlo_I01_beg,Reflective-Sensing-Visual-Global,MH_065,,R1_WIN,,R1_WIN
P09_RefSenVisSeq_I01_beg__MH_038,P09_RefSenVisSeq_I01_beg,Reflective-Sensing-Visual-Sequential,MH_038,,R1_WIN,,R1_WIN
P07_ActIntVerSeq_I02_int__MH_015,P07_ActIntVerSeq_I02_int,Active-Intuitive-Verbal-Sequential,MH_015,,R1_WIN,,R1_WIN
P11_RefSenVerSeq_I02_int__MH_096,P11_RefSenVerSeq_I02_int,Reflective-Sensing-Verbal-Sequential,MH_096,,R1_WIN,,R1_WIN
P02_ActSenVisGlo_I05_gen__MH_056,P02_ActSenVisGlo_I05_gen,Active-Sensing-Visual-Global,MH_056,,R1_WIN,,R1_WIN
P06_ActIntVisGlo_I05_gen__MH_003,P06_ActIntVisGlo_I05_gen,Active-Intuitive-Visual-Global,MH_003,,R1_WIN,,R1_WIN
P07_ActIntVerSeq_I01_beg__MH_092,P07_ActIntVerSeq_I01_beg,Active-Intuitive-Verbal-Sequential,MH_092,,R0_WIN,,R0_WIN
P08_ActIntVerGlo_I05_gen__MH_076,P08_ActIntVerGlo_I05_gen,Active-Intuitive-Verbal-Global,MH_076,,R1_WIN,,R1_WIN
P02_ActSenVisGlo_I03_adv__MH_014,P02_ActSenVisGlo_I03_adv,Active-Sensing-Visual-Global,MH_014,,R1_WIN,,R1_WIN
P10_RefSenVisGlo_I02_int__MH_015,P10_RefSenVisGlo_I02_int,Reflective-Sensing-Visual-Global,MH_015,,R1_WIN,,R1_WIN
P16_RefIntVerGlo_I05_gen__MH_045,P16_RefIntVerGlo_I05_gen,Reflective-Intuitive-Verbal-Global,MH_045,,R1_WIN,,R1_WIN
P13_RefIntVisSeq_I04_gen__MH_032,P13_RefIntVisSeq_I04_gen,Reflective-Intuitive-Visual-Sequential,MH_032,,R0_WIN,,R0_WIN
P02_ActSenVisGlo_I02_int__MH_003,P02_ActSenVisGlo_I02_int,Active-Sensing-Visual-Global,MH_003,,R1_WIN,,R1_WIN
P09_RefSenVisSeq_I02_int__MH_086,P09_RefSenVisSeq_I02_int,Reflective-Sensing-Visual-Sequential,MH_086,,R1_WIN,,R1_WIN
P11_RefSenVerSeq_I01_beg__MH_084,P11_RefSenVerSeq_I01_beg,Reflective-Sensing-Verbal-Sequential,MH_084,,R1_WIN,,R1_WIN
P04_ActSenVerGlo_I01_beg__MH_051,P04_ActSenVerGlo_I01_beg,Active-Sensing-Verbal-Global,MH_051,,R1_WIN,,R1_WIN
P14_RefIntVisGlo_I05_gen__MH_073,P14_RefIntVisGlo_I05_gen,Reflective-Intuitive-Visual-Global,MH_073,,R1_WIN,,R1_WIN
P05_ActIntVisSeq_I05_gen__MH_056,P05_ActIntVisSeq_I05_gen,Active-Intuitive-Visual-Sequential,MH_056,,R1_WIN,,R1_WIN
P14_RefIntVisGlo_I05_gen__MH_093,P14_RefIntVisGlo_I05_gen,Reflective-Intuitive-Visual-Global,MH_093,,R1_WIN,,R1_WIN
P05_ActIntVisSeq_I04_gen__MH_093,P05_ActIntVisSeq_I04_gen,Active-Intuitive-Visual-Sequential,MH_093,,R0_WIN,,R0_WIN
P11_RefSenVerSeq_I03_adv__MH_077,P11_RefSenVerSeq_I03_adv,Reflective-Sensing-Verbal-Sequential,MH_077,,R1_WIN,,R1_WIN
P05_ActIntVisSeq_I03_adv__MH_106,P05_ActIntVisSeq_I03_adv,Active-Intuitive-Visual-Sequential,MH_106,,R1_WIN,,R1_WIN
P09_RefSenVisSeq_I03_adv__MH_082,P09_RefSenVisSeq_I03_adv,Reflective-Sensing-Visual-Sequential,MH_082,,R1_WIN,,R1_WIN
P15_RefIntVerSeq_I04_gen__MH_104,P15_RefIntVerSeq_I04_gen,Reflective-Intuitive-Verbal-Sequential,MH_104,,R1_WIN,,R1_WIN
P11_RefSenVerSeq_I05_gen__MH_082,P11_RefSenVerSeq_I05_gen,Reflective-Sensing-Verbal-Sequential,MH_082,,R1_WIN,,R1_WIN
P05_ActIntVisSeq_I02_int__MH_041,P05_ActIntVisSeq_I02_int,Active-Intuitive-Visual-Sequential,MH_041,,R1_WIN,,R1_WIN
P08_ActIntVerGlo_I03_adv__MH_071,P08_ActIntVerGlo_I03_adv,Active-Intuitive-Verbal-Global,MH_071,,R1_WIN,,R1_WIN
P02_ActSenVisGlo_I04_gen__MH_098,P02_ActSenVisGlo_I04_gen,Active-Sensing-Visual-Global,MH_098,,R1_WIN,,R1_WIN
P06_ActIntVisGlo_I02_int__MH_041,P06_ActIntVisGlo_I02_int,Active-Intuitive-Visual-Global,MH_041,,R1_WIN,,R1_WIN
P13_RefIntVisSeq_I01_beg__MH_097,P13_RefIntVisSeq_I01_beg,Reflective-Intuitive-Visual-Sequential,MH_097,,R0_WIN,,R0_WIN
P11_RefSenVerSeq_I02_int__MH_032,P11_RefSenVerSeq_I02_int,Reflective-Sensing-Verbal-Sequential,MH_032,,R1_WIN,,R1_WIN
P04_ActSenVerGlo_I04_gen__MH_105,P04_ActSenVerGlo_I04_gen,Active-Sensing-Verbal-Global,MH_105,,R1_WIN,,R1_WIN
P14_RefIntVisGlo_I02_int__MH_049,P14_RefIntVisGlo_I02_int,Reflective-Intuitive-Visual-Global,MH_049,,R1_WIN,,R1_WIN
P14_RefIntVisGlo_I05_gen__MH_081,P14_RefIntVisGlo_I05_gen,Reflective-Intuitive-Visual-Global,MH_081,,R1_WIN,,R1_WIN
P04_ActSenVerGlo_I03_adv__MH_077,P04_ActSenVerGlo_I03_adv,Active-Sensing-Verbal-Global,MH_077,,R1_WIN,,R1_WIN
P06_ActIntVisGlo_I05_gen__MH_042,P06_ActIntVisGlo_I05_gen,Active-Intuitive-Visual-Global,MH_042,,R1_WIN,,R1_WIN
P12_RefSenVerGlo_I03_adv__MH_101,P12_RefSenVerGlo_I03_adv,Reflective-Sensing-Verbal-Global,MH_101,,R1_WIN,,R1_WIN
P06_ActIntVisGlo_I05_gen__MH_091,P06_ActIntVisGlo_I05_gen,Active-Intuitive-Visual-Global,MH_091,,R1_WIN,,R1_WIN
P10_RefSenVisGlo_I01_beg__MH_102,P10_RefSenVisGlo_I01_beg,Reflective-Sensing-Visual-Global,MH_102,,R1_WIN,,R1_WIN
P13_RefIntVisSeq_I02_int__MH_084,P13_RefIntVisSeq_I02_int,Reflective-Intuitive-Visual-Sequential,MH_084,,R1_WIN,,R1_WIN
P15_RefIntVerSeq_I04_gen__MH_105,P15_RefIntVerSeq_I04_gen,Reflective-Intuitive-Verbal-Sequential,MH_105,,R1_WIN,,R1_WIN
P03_ActSenVerSeq_I02_int__MH_106,P03_ActSenVerSeq_I02_int,Active-Sensing-Verbal-Sequential,MH_106,,R1_WIN,,R1_WIN
P10_RefSenVisGlo_I03_adv__MH_099,P10_RefSenVisGlo_I03_adv,Reflective-Sensing-Visual-Global,MH_099,,R1_WIN,,R1_WIN
P03_ActSenVerSeq_I04_gen__MH_028,P03_ActSenVerSeq_I04_gen,Active-Sensing-Verbal-Sequential,MH_028,,R1_WIN,,R1_WIN
P08_ActIntVerGlo_I03_adv__MH_036,P08_ActIntVerGlo_I03_adv,Active-Intuitive-Verbal-Global,MH_036,,R1_WIN,,R1_WIN
P01_ActSenVisSeq_I02_int__MH_001,P01_ActSenVisSeq_I02_int,Active-Sensing-Visual-Sequential,MH_001,,R1_WIN,,R1_WIN
P05_ActIntVisSeq_I05_gen__MH_106,P05_ActIntVisSeq_I05_gen,Active-Intuitive-Visual-Sequential,MH_106,,R1_WIN,,R1_WIN
P10_RefSenVisGlo_I02_int__MH_107,P10_RefSenVisGlo_I02_int,Reflective-Sensing-Visual-Global,MH_107,,R1_WIN,,R1_WIN
P15_RefIntVerSeq_I05_gen__MH_087,P15_RefIntVerSeq_I05_gen,Reflective-Intuitive-Verbal-Sequential,MH_087,,R1_WIN,,R1_WIN
P07_ActIntVerSeq_I05_gen__MH_079,P07_ActIntVerSeq_I05_gen,Active-Intuitive-Verbal-Sequential,MH_079,,R1_WIN,,R1_WIN
P09_RefSenVisSeq_I05_gen__MH_079,P09_RefSenVisSeq_I05_gen,Reflective-Sensing-Visual-Sequential,MH_079,,R1_WIN,,R1_WIN
P06_ActIntVisGlo_I05_gen__MH_084,P06_ActIntVisGlo_I05_gen,Active-Intuitive-Visual-Global,MH_084,,R1_WIN,,R1_WIN
P15_RefIntVerSeq_I02_int__MH_049,P15_RefIntVerSeq_I02_int,Reflective-Intuitive-Verbal-Sequential,MH_049,,R1_WIN,,R1_WIN
P13_RefIntVisSeq_I02_int__MH_023,P13_RefIntVisSeq_I02_int,Reflective-Intuitive-Visual-Sequential,MH_023,,R1_WIN,,R1_WIN
P11_RefSenVerSeq_I03_adv__MH_097,P11_RefSenVerSeq_I03_adv,Reflective-Sensing-Verbal-Sequential,MH_097,,R1_WIN,,R1_WIN
P07_ActIntVerSeq_I04_gen__MH_091,P07_ActIntVerSeq_I04_gen,Active-Intuitive-Verbal-Sequential,MH_091,,R1_WIN,,R1_WIN
P01_ActSenVisSeq_I04_gen__MH_097,P01_ActSenVisSeq_I04_gen,Active-Sensing-Visual-Sequential,MH_097,,R1_WIN,,R1_WIN
P08_ActIntVerGlo_I01_beg__MH_074,P08_ActIntVerGlo_I01_beg,Active-Intuitive-Verbal-Global,MH_074,,R1_WIN,,R1_WIN
P15_RefIntVerSeq_I05_gen__MH_105,P15_RefIntVerSeq_I05_gen,Reflective-Intuitive-Verbal-Sequential,MH_105,,R1_WIN,,R1_WIN
P07_ActIntVerSeq_I03_adv__MH_027,P07_ActIntVerSeq_I03_adv,Active-Intuitive-Verbal-Sequential,MH_027,,R1_WIN,,R1_WIN
P05_ActIntVisSeq_I03_adv__MH_023,P05_ActIntVisSeq_I03_adv,Active-Intuitive-Visual-Sequential,MH_023,,R1_WIN,,R1_WIN
P16_RefIntVerGlo_I01_beg__MH_032,P16_RefIntVerGlo_I01_beg,Reflective-Intuitive-Verbal-Global,MH_032,,R1_WIN,,R1_WIN
P01_ActSenVisSeq_I05_gen__MH_071,P01_ActSenVisSeq_I05_gen,Active-Sensing-Visual-Sequential,MH_071,,R1_WIN,,R1_WIN
P12_RefSenVerGlo_I02_int__MH_041,P12_RefSenVerGlo_I02_int,Reflective-Sensing-Verbal-Global,MH_041,,R1_WIN,,R1_WIN
P03_ActSenVerSeq_I03_adv__MH_075,P03_ActSenVerSeq_I03_adv,Active-Sensing-Verbal-Sequential,MH_075,,R1_WIN,,R1_WIN
P08_ActIntVerGlo_I04_gen__MH_093,P08_ActIntVerGlo_I04_gen,Active-Intuitive-Verbal-Global,MH_093,,R1_WIN,,R1_WIN
P07_ActIntVerSeq_I02_int__MH_065,P07_ActIntVerSeq_I02_int,Active-Intuitive-Verbal-Sequential,MH_065,,R1_WIN,,R1_WIN
P08_ActIntVerGlo_I02_int__MH_079,P08_ActIntVerGlo_I02_int,Active-Intuitive-Verbal-Global,MH_079,,R1_WIN,,R1_WIN
P16_RefIntVerGlo_I02_int__MH_101,P16_RefIntVerGlo_I02_int,Reflective-Intuitive-Verbal-Global,MH_101,,R1_WIN,,R1_WIN
P13_RefIntVisSeq_I03_adv__MH_003,P13_RefIntVisSeq_I03_adv,Reflective-Intuitive-Visual-Sequential,MH_003,,R1_WIN,,R1_WIN
P06_ActIntVisGlo_I03_adv__MH_014,P06_ActIntVisGlo_I03_adv,Active-Intuitive-Visual-Global,MH_014,,R1_WIN,,R1_WIN
P15_RefIntVerSeq_I04_gen__MH_071,P15_RefIntVerSeq_I04_gen,Reflective-Intuitive-Verbal-Sequential,MH_071,,R1_WIN,,R1_WIN
P02_ActSenVisGlo_I04_gen__MH_069,P02_ActSenVisGlo_I04_gen,Active-Sensing-Visual-Global,MH_069,,R1_WIN,,R1_WIN
P15_RefIntVerSeq_I01_beg__MH_074,P15_RefIntVerSeq_I01_beg,Reflective-Intuitive-Verbal-Sequential,MH_074,,R1_WIN,,R1_WIN
P11_RefSenVerSeq_I01_beg__MH_098,P11_RefSenVerSeq_I01_beg,Reflective-Sensing-Verbal-Sequential,MH_098,,R1_WIN,,R1_WIN
P01_ActSenVisSeq_I03_adv__MH_033,P01_ActSenVisSeq_I03_adv,Active-Sensing-Visual-Sequential,MH_033,,R1_WIN,,R1_WIN
P09_RefSenVisSeq_I02_int__MH_071,P09_RefSenVisSeq_I02_int,Reflective-Sensing-Visual-Sequential,MH_071,,R0_WIN,,R0_WIN
P12_RefSenVerGlo_I02_int__MH_027,P12_RefSenVerGlo_I02_int,Reflective-Sensing-Verbal-Global,MH_027,,R1_WIN,,R1_WIN
P02_ActSenVisGlo_I01_beg__MH_027,P02_ActSenVisGlo_I01_beg,Active-Sensing-Visual-Global,MH_027,,R1_WIN,,R1_WIN
P03_ActSenVerSeq_I02_int__MH_042,P03_ActSenVerSeq_I02_int,Active-Sensing-Verbal-Sequential,MH_042,,R1_WIN,,R1_WIN
P16_RefIntVerGlo_I01_beg__MH_049,P16_RefIntVerGlo_I01_beg,Reflective-Intuitive-Verbal-Global,MH_049,,R1_WIN,,R1_WIN
P12_RefSenVerGlo_I01_beg__MH_073,P12_RefSenVerGlo_I01_beg,Reflective-Sensing-Verbal-Global,MH_073,,R1_WIN,,R1_WIN
P06_ActIntVisGlo_I04_gen__MH_108,P06_ActIntVisGlo_I04_gen,Active-Intuitive-Visual-Global,MH_108,,R1_WIN,,R1_WIN
P13_RefIntVisSeq_I04_gen__MH_053,P13_RefIntVisSeq_I04_gen,Reflective-Intuitive-Visual-Sequential,MH_053,,R0_WIN,,R0_WIN
P08_ActIntVerGlo_I03_adv__MH_093,P08_ActIntVerGlo_I03_adv,Active-Intuitive-Verbal-Global,MH_093,,R1_WIN,,R1_WIN
P15_RefIntVerSeq_I05_gen__MH_088,P15_RefIntVerSeq_I05_gen,Reflective-Intuitive-Verbal-Sequential,MH_088,,R0_WIN,,R0_WIN
P09_RefSenVisSeq_I05_gen__MH_081,P09_RefSenVisSeq_I05_gen,Reflective-Sensing-Visual-Sequential,MH_081,,R0_WIN,,R0_WIN
P13_RefIntVisSeq_I04_gen__MH_036,P13_RefIntVisSeq_I04_gen,Reflective-Intuitive-Visual-Sequential,MH_036,,R1_WIN,,R1_WIN
P05_ActIntVisSeq_I01_beg__MH_081,P05_ActIntVisSeq_I01_beg,Active-Intuitive-Visual-Sequential,MH_081,,R1_WIN,,R1_WIN
P11_RefSenVerSeq_I02_int__MH_070,P11_RefSenVerSeq_I02_int,Reflective-Sensing-Verbal-Sequential,MH_070,,R1_WIN,,R1_WIN
P04_ActSenVerGlo_I03_adv__MH_050,P04_ActSenVerGlo_I03_adv,Active-Sensing-Verbal-Global,MH_050,,R1_WIN,,R1_WIN
P10_RefSenVisGlo_I02_int__MH_072,P10_RefSenVisGlo_I02_int,Reflective-Sensing-Visual-Global,MH_072,,R1_WIN,,R1_WIN
P07_ActIntVerSeq_I01_beg__MH_038,P07_ActIntVerSeq_I01_beg,Active-Intuitive-Verbal-Sequential,MH_038,,R1_WIN,,R1_WIN
P07_ActIntVerSeq_I01_beg__MH_003,P07_ActIntVerSeq_I01_beg,Active-Intuitive-Verbal-Sequential,MH_003,,R1_WIN,,R1_WIN
P13_RefIntVisSeq_I05_gen__MH_096,P13_RefIntVisSeq_I05_gen,Reflective-Intuitive-Visual-Sequential,MH_096,,R1_WIN,,R1_WIN
P13_RefIntVisSeq_I02_int__MH_035,P13_RefIntVisSeq_I02_int,Reflective-Intuitive-Visual-Sequential,MH_035,,R1_WIN,,R1_WIN
